objective,seed,arm,generator,sigma,n_cand,best_b80
func3C,1013,dial,flip,100.0,1000,-0.04656513047620588
func3C,1013,dial,flip,100.0,50,-0.14037707256212711
func3C,1013,tpe_shared,own,-1,-1,0.044948641233069984
func3C,1014,dial,keep,0.0,1000,-0.7221380224884619
func3C,1014,dial,keep,0.0,50,-0.7221369872507484
func3C,1014,dial,keep,1.0,1000,-0.6993700097476894
func3C,1014,dial,keep,1.0,50,-0.7140224918852807
func3C,1014,dial,keep,3.0,1000,-0.53054901456982
func3C,1014,dial,keep,3.0,50,-0.0005540506320579897
func3C,1014,dial,keep,10.0,1000,-0.6084136742415425
func3C,1014,dial,keep,10.0,50,-0.718692010304607
func3C,1014,dial,keep,30.0,1000,0.04191413487277369
func3C,1014,dial,keep,30.0,50,0.0020592140464496924
func3C,1014,dial,keep,100.0,1000,-0.6901361918768993
func3C,1014,dial,keep,100.0,50,-0.3721892368651736
func3C,1014,dial,flip,0.0,1000,-0.692437615597025
func3C,1014,dial,flip,0.0,50,-0.7189148150370632
func3C,1014,dial,flip,1.0,1000,-0.516083167183053
func3C,1014,dial,flip,1.0,50,-0.5205405795177311
func3C,1014,dial,flip,3.0,1000,-0.2647613742888657
func3C,1014,dial,flip,3.0,50,-0.6241026122059998
func3C,1014,dial,flip,10.0,1000,0.040004413067807214
func3C,1014,dial,flip,10.0,50,-0.1328214376782246
func3C,1014,dial,flip,30.0,1000,-0.39434439657860265
func3C,1014,dial,flip,30.0,50,-0.22157639405392132
func3C,1014,dial,flip,100.0,1000,0.07702309566723513
func3C,1014,dial,flip,100.0,50,0.16284122899877074
func3C,1014,tpe_shared,own,-1,-1,0.06755743132684153
func3C,1015,dial,keep,0.0,1000,-0.722139298799515
func3C,1015,dial,keep,0.0,50,-0.7221360323852501
func3C,1015,dial,keep,1.0,1000,-0.7220618031462243
func3C,1015,dial,keep,1.0,50,-0.7010063995470746
func3C,1015,dial,keep,3.0,1000,0.0011626657816794497
func3C,1015,dial,keep,3.0,50,-0.6855479829683718
func3C,1015,dial,keep,10.0,1000,0.018474479699465238
func3C,1015,dial,keep,10.0,50,-0.6878225522501569
func3C,1015,dial,keep,30.0,1000,-0.31545217415674254
func3C,1015,dial,keep,30.0,50,0.031463374994966244
func3C,1015,dial,keep,100.0,1000,0.14222078199870763
func3C,1015,dial,keep,100.0,50,-0.39320039491783604
func3C,1015,dial,flip,0.0,1000,-0.7206203055134701
func3C,1015,dial,flip,0.0,50,-0.5839509946479532
func3C,1015,dial,flip,1.0,1000,-0.5258469403856295
func3C,1015,dial,flip,1.0,50,-0.46823668380581485
func3C,1015,dial,flip,3.0,1000,-0.3870544056146322
func3C,1015,dial,flip,3.0,50,-0.16517271199955164
func3C,1015,dial,flip,10.0,1000,-0.23760525281357736
func3C,1015,dial,flip,10.0,50,0.11417420764149165
func3C,1015,dial,flip,30.0,1000,0.14404512172336723
func3C,1015,dial,flip,30.0,50,0.08094627054920883
func3C,1015,dial,flip,100.0,1000,0.02440936145248796
func3C,1015,dial,flip,100.0,50,-0.4293364601491859
func3C,1015,tpe_shared,own,-1,-1,-0.3114764335985586
func3C,1016,dial,keep,0.0,1000,-0.7221396331012255
func3C,1016,dial,keep,0.0,50,-0.7221040736508755
func3C,1016,dial,keep,1.0,1000,-0.7219144780577085
func3C,1016,dial,keep,1.0,50,-0.7219650924363609
func3C,1016,dial,keep,3.0,1000,-0.712553133546577
func3C,1016,dial,keep,3.0,50,-0.7213218209943132
func3C,1016,dial,keep,10.0,1000,-0.23191091597565397
func3C,1016,dial,keep,10.0,50,0.042019365287469836
func3C,1016,dial,keep,30.0,1000,-0.19516254163186375
func3C,1016,dial,keep,30.0,50,0.058264386043758006
func3C,1016,dial,keep,100.0,1000,0.053235235662402756
func3C,1016,dial,keep,100.0,50,-0.5691728654342683
func3C,1016,dial,flip,0.0,1000,-0.7203917077854245
func3C,1016,dial,flip,0.0,50,-0.4661210852801208
func3C,1016,dial,flip,1.0,1000,-0.620430089951683
func3C,1016,dial,flip,1.0,50,-0.7202714128415435
func3C,1016,dial,flip,3.0,1000,-0.6143695463722436
func3C,1016,dial,flip,3.0,50,-0.5473289823176894
func3C,1016,dial,flip,10.0,1000,-0.5123629225581374
func3C,1016,dial,flip,10.0,50,-0.5659615655552064
func3C,1016,dial,flip,30.0,1000,-0.13674365436969305
func3C,1016,dial,flip,30.0,50,0.0419049509564859
func3C,1016,dial,flip,100.0,1000,0.1345761741127337
func3C,1016,dial,flip,100.0,50,-0.20585600868535478
func3C,1016,tpe_shared,own,-1,-1,0.04950128770630981
func3C,1017,dial,keep,0.0,1000,-0.722138579224537
func3C,1017,dial,keep,0.0,50,-0.7221286944996278
func3C,1017,dial,keep,1.0,1000,-0.7220807806946983
func3C,1017,dial,keep,1.0,50,-0.7089011997923378
func3C,1017,dial,keep,3.0,1000,-0.15073814366511423
func3C,1017,dial,keep,3.0,50,-0.37477672035437737
func3C,1017,dial,keep,10.0,1000,-0.4051142905268292
func3C,1017,dial,keep,10.0,50,-0.34791784924134694
func3C,1017,dial,keep,30.0,1000,0.00678560773915191
func3C,1017,dial,keep,30.0,50,-0.17329307944546934
func3C,1017,dial,keep,100.0,1000,-0.32469741869599134
func3C,1017,dial,keep,100.0,50,0.05679020724057694
func3C,1017,dial,flip,0.0,1000,-0.6973815088772016
func3C,1017,dial,flip,0.0,50,-0.6988790738261047
func3C,1017,dial,flip,1.0,1000,-0.6750919662692383
func3C,1017,dial,flip,1.0,50,-0.36164951010998303
func3C,1017,dial,flip,3.0,1000,-0.33908592509972285
func3C,1017,dial,flip,3.0,50,-0.524262802030915
func3C,1017,dial,flip,10.0,1000,-0.42417882263025575
func3C,1017,dial,flip,10.0,50,0.11060147966364213
func3C,1017,dial,flip,30.0,1000,0.009867770521433998
func3C,1017,dial,flip,30.0,50,0.04111954079864349
func3C,1017,dial,flip,100.0,1000,-0.6224839107397275
func3C,1017,dial,flip,100.0,50,-0.12196383557813645
func3C,1017,tpe_shared,own,-1,-1,0.053070593400424804
func3C,1018,dial,keep,0.0,1000,-0.7221393481234437
func3C,1018,dial,keep,0.0,50,-0.7221092176663606
func3C,1018,dial,keep,1.0,1000,-0.7216319894889851
func3C,1018,dial,keep,1.0,50,-0.7214461744555442
func3C,1018,dial,keep,3.0,1000,-0.7219595157147263
func3C,1018,dial,keep,3.0,50,0.046623406295912086
func3C,1018,dial,keep,10.0,1000,0.07469398843748187
func3C,1018,dial,keep,10.0,50,0.04544183841458344
func3C,1018,dial,keep,30.0,1000,-0.3489240760226129
func3C,1018,dial,keep,30.0,50,0.057325575408460505
func3C,1018,dial,keep,100.0,1000,0.07585680165230482
func3C,1018,dial,keep,100.0,50,-0.18133814632843948
func3C,1018,dial,flip,0.0,1000,-0.7085365541849415
func3C,1018,dial,flip,0.0,50,-0.6628848008120876
func3C,1018,dial,flip,1.0,1000,-0.6997069081322791
func3C,1018,dial,flip,1.0,50,-0.7049351209722048
func3C,1018,dial,flip,3.0,1000,-0.6237221632267389
func3C,1018,dial,flip,3.0,50,-0.7215072269410158
func3C,1018,dial,flip,10.0,1000,-0.22514920079211517
func3C,1018,dial,flip,10.0,50,-0.6691047688278351
func3C,1018,dial,flip,30.0,1000,0.06649115023500841
func3C,1018,dial,flip,30.0,50,-0.409442845148804
func3C,1018,dial,flip,100.0,1000,-0.09078881035629693
func3C,1018,dial,flip,100.0,50,0.0862140898467599
func3C,1018,tpe_shared,own,-1,-1,-0.0783414795086923
func3C,1019,dial,keep,0.0,1000,-0.7221391116334988
func3C,1019,dial,keep,0.0,50,-0.7221167288282375
func3C,1019,dial,keep,1.0,1000,-0.7210667690329059
func3C,1019,dial,keep,1.0,50,-0.7218002573444806
func3C,1019,dial,keep,3.0,1000,-0.6367968666314902
func3C,1019,dial,keep,3.0,50,-0.6345460547840599
func3C,1019,dial,keep,10.0,1000,-0.37868016631036405
func3C,1019,dial,keep,10.0,50,-0.3828178591687926
func3C,1019,dial,keep,30.0,1000,-0.44577958048778366
func3C,1019,dial,keep,30.0,50,-0.7036689653244355
func3C,1019,dial,keep,100.0,1000,-0.22731138139816381
func3C,1019,dial,keep,100.0,50,-0.22731138139816381
func3C,1019,dial,flip,0.0,1000,-0.7147526305289333
func3C,1019,dial,flip,0.0,50,-0.7186333565557779
func3C,1019,dial,flip,1.0,1000,-0.4889081811969936
func3C,1019,dial,flip,1.0,50,-0.5574451115699958
func3C,1019,dial,flip,3.0,1000,-0.6034110618668623
func3C,1019,dial,flip,3.0,50,-0.3186470102146032
func3C,1019,dial,flip,10.0,1000,-0.22731138139816381
func3C,1019,dial,flip,10.0,50,-0.48190037585400175
func3C,1019,dial,flip,30.0,1000,-0.22731138139816381
func3C,1019,dial,flip,30.0,50,-0.22731138139816381
func3C,1019,dial,flip,100.0,1000,-0.43524743744902067
func3C,1019,dial,flip,100.0,50,-0.22731138139816381
func3C,1019,tpe_shared,own,-1,-1,-0.36598343624951224
func3C,1020,dial,keep,0.0,1000,-0.722139858748723
func3C,1020,dial,keep,0.0,50,-0.7221148185991544
func3C,1020,dial,keep,1.0,1000,-0.7219556550380732
func3C,1020,dial,keep,1.0,50,-0.7218546399245598
func3C,1020,dial,keep,3.0,1000,0.04187127083782073
func3C,1020,dial,keep,3.0,50,-0.7204325193436492
func3C,1020,dial,keep,10.0,1000,-0.625912520306953
func3C,1020,dial,keep,10.0,50,-0.718801843077546
func3C,1020,dial,keep,30.0,1000,-0.7061214593609428
func3C,1020,dial,keep,30.0,50,0.04488892016777888
func3C,1020,dial,keep,100.0,1000,-0.08063984777882145
func3C,1020,dial,keep,100.0,50,0.07416675741257904
func3C,1020,dial,flip,0.0,1000,-0.7179123620054724
func3C,1020,dial,flip,0.0,50,-0.6626795706238044
func3C,1020,dial,flip,1.0,1000,-0.624149522598755
func3C,1020,dial,flip,1.0,50,-0.6803937621928073
func3C,1020,dial,flip,3.0,1000,-0.4808681105837286
func3C,1020,dial,flip,3.0,50,-0.4662227073392615
func3C,1020,dial,flip,10.0,1000,-0.40494263842388245
func3C,1020,dial,flip,10.0,50,-0.2482169463664161
func3C,1020,dial,flip,30.0,1000,-0.18324927321285212
func3C,1020,dial,flip,30.0,50,0.010810667777838297
func3C,1020,dial,flip,100.0,1000,-0.022810220957398653
func3C,1020,dial,flip,100.0,50,-0.21750854377280138
func3C,1020,tpe_shared,own,-1,-1,-0.7120395968237563
func3C,1021,dial,keep,0.0,1000,-0.7221388535870433
func3C,1021,dial,keep,0.0,50,-0.7220820864360633
func3C,1021,dial,keep,1.0,1000,-0.7214613423585852
func3C,1021,dial,keep,1.0,50,-0.7220490449736767
func3C,1021,dial,keep,3.0,1000,-0.718170516679288
func3C,1021,dial,keep,3.0,50,-0.44845910047331916
func3C,1021,dial,keep,10.0,1000,-0.7221180721641556
func3C,1021,dial,keep,10.0,50,-0.6874104164467579
func3C,1021,dial,keep,30.0,1000,-0.17980919200530004
func3C,1021,dial,keep,30.0,50,-0.6838535380213154
func3C,1021,dial,keep,100.0,1000,-0.6917076984717665
func3C,1021,dial,keep,100.0,50,-0.3390060224251721
func3C,1021,dial,flip,0.0,1000,-0.7158587974376593
func3C,1021,dial,flip,0.0,50,-0.46781889869602944
func3C,1021,dial,flip,1.0,1000,-0.4913499061572731
func3C,1021,dial,flip,1.0,50,-0.5912131107353613
func3C,1021,dial,flip,3.0,1000,-0.4396972506688348
func3C,1021,dial,flip,3.0,50,-0.38413409352191064
func3C,1021,dial,flip,10.0,1000,-0.2798289333958061
func3C,1021,dial,flip,10.0,50,-0.26163032781987616
func3C,1021,dial,flip,30.0,1000,-0.21448108726323342
func3C,1021,dial,flip,30.0,50,0.14704963512803346
func3C,1021,dial,flip,100.0,1000,0.11453397209838526
func3C,1021,dial,flip,100.0,50,0.13428893692153765
func3C,1021,tpe_shared,own,-1,-1,-0.36621450779264586
func3C,1022,dial,keep,0.0,1000,-0.7221381847054624
func3C,1022,dial,keep,0.0,50,-0.7220911980518369
func3C,1022,dial,keep,1.0,1000,-0.7211058119058502
func3C,1022,dial,keep,1.0,50,-0.41307829728194456
func3C,1022,dial,keep,3.0,1000,-0.7205388142162523
func3C,1022,dial,keep,3.0,50,-0.6441725221426206
func3C,1022,dial,keep,10.0,1000,-0.3607282920228371
func3C,1022,dial,keep,10.0,50,-0.04922804609551915
func3C,1022,dial,keep,30.0,1000,-0.33171132064090264
func3C,1022,dial,keep,30.0,50,0.028288096662355156
func3C,1022,dial,keep,100.0,1000,0.05250141779975579
func3C,1022,dial,keep,100.0,50,0.06434005894346928
func3C,1022,dial,flip,0.0,1000,-0.7087361922901494
func3C,1022,dial,flip,0.0,50,-0.643698403717428
func3C,1022,dial,flip,1.0,1000,-0.7061010745937306
func3C,1022,dial,flip,1.0,50,-0.5902107824981053
func3C,1022,dial,flip,3.0,1000,-0.5823961982913461
func3C,1022,dial,flip,3.0,50,-0.20168074836698557
func3C,1022,dial,flip,10.0,1000,0.03462431518460729
func3C,1022,dial,flip,10.0,50,-0.18064147754385496
func3C,1022,dial,flip,30.0,1000,0.16287622452577272
func3C,1022,dial,flip,30.0,50,-0.45660982037136066
func3C,1022,dial,flip,100.0,1000,-0.16095766277240653
func3C,1022,dial,flip,100.0,50,0.07886049113290904
func3C,1022,tpe_shared,own,-1,-1,0.07462846910412788
func3C,1023,dial,keep,0.0,1000,-0.7221382779896602
func3C,1023,dial,keep,0.0,50,-0.7221085116878082
func3C,1023,dial,keep,1.0,1000,-0.7215144825410584
func3C,1023,dial,keep,1.0,50,-0.7171691649022458
func3C,1023,dial,keep,3.0,1000,-0.7182267775309766
func3C,1023,dial,keep,3.0,50,-0.05350097157142461
func3C,1023,dial,keep,10.0,1000,0.07764190007914773
func3C,1023,dial,keep,10.0,50,-0.09877844220670262
func3C,1023,dial,keep,30.0,1000,0.04636589580390575
func3C,1023,dial,keep,30.0,50,-0.4224970982114373
func3C,1023,dial,keep,100.0,1000,-0.4254110869766539
func3C,1023,dial,keep,100.0,50,-0.24792956706569602
func3C,1023,dial,flip,0.0,1000,-0.7164047486533616
func3C,1023,dial,flip,0.0,50,-0.45993268853544417
func3C,1023,dial,flip,1.0,1000,-0.7051482348640646
func3C,1023,dial,flip,1.0,50,-0.5615879337308369
func3C,1023,dial,flip,3.0,1000,-0.70003304836098
func3C,1023,dial,flip,3.0,50,-0.6164684826098588
func3C,1023,dial,flip,10.0,1000,-0.6701330140961197
func3C,1023,dial,flip,10.0,50,-0.11398930913595179
func3C,1023,dial,flip,30.0,1000,-0.42722788423449687
func3C,1023,dial,flip,30.0,50,0.11220685775965715
func3C,1023,dial,flip,100.0,1000,-0.41638782534000274
func3C,1023,dial,flip,100.0,50,-0.21908612714783723
func3C,1023,tpe_shared,own,-1,-1,-0.41293484679683645
func3C,1024,dial,keep,0.0,1000,-0.722138722345078
func3C,1024,dial,keep,0.0,50,-0.7221345795155267
func3C,1024,dial,keep,1.0,1000,-0.7218617797276026
func3C,1024,dial,keep,1.0,50,-0.603137293098885
func3C,1024,dial,keep,3.0,1000,-0.22474254679465994
func3C,1024,dial,keep,3.0,50,-0.7214481530527169
func3C,1024,dial,keep,10.0,1000,-0.6530901357999008
func3C,1024,dial,keep,10.0,50,-0.7184910907974362
func3C,1024,dial,keep,30.0,1000,-0.25235249641965174
func3C,1024,dial,keep,30.0,50,-0.058593316455892094
func3C,1024,dial,keep,100.0,1000,-0.19829267436976045
func3C,1024,dial,keep,100.0,50,-0.058593316455892094
func3C,1024,dial,flip,0.0,1000,-0.7068773174816907
func3C,1024,dial,flip,0.0,50,-0.6464129131925345
func3C,1024,dial,flip,1.0,1000,-0.7085035676861466
func3C,1024,dial,flip,1.0,50,-0.6270115257257846
func3C,1024,dial,flip,3.0,1000,-0.6729197569940166
func3C,1024,dial,flip,3.0,50,-0.3938720205192732
func3C,1024,dial,flip,10.0,1000,-0.058593316455892094
func3C,1024,dial,flip,10.0,50,-0.7007522356563098
func3C,1024,dial,flip,30.0,1000,-0.44947148753698757
func3C,1024,dial,flip,30.0,50,-0.17242680691747733
func3C,1024,dial,flip,100.0,1000,-0.24599537313812886
func3C,1024,dial,flip,100.0,50,-0.058593316455892094
func3C,1024,tpe_shared,own,-1,-1,-0.43061142578961614
func3C,1025,dial,keep,0.0,1000,-0.7221396164400395
func3C,1025,dial,keep,0.0,50,-0.7221159627037099
func3C,1025,dial,keep,1.0,1000,-0.7139652634846887
func3C,1025,dial,keep,1.0,50,-0.7220477920866704
func3C,1025,dial,keep,3.0,1000,-0.7059003222599817
func3C,1025,dial,keep,3.0,50,-0.40298769755172775
func3C,1025,dial,keep,10.0,1000,-0.7176435400425667
func3C,1025,dial,keep,10.0,50,-0.4418878649787913
func3C,1025,dial,keep,30.0,1000,-0.05243303841810987
func3C,1025,dial,keep,30.0,50,-0.35054660697158957
func3C,1025,dial,keep,100.0,1000,0.04034455076818767
func3C,1025,dial,keep,100.0,50,0.008253691451017453
func3C,1025,dial,flip,0.0,1000,-0.7142551669697748
func3C,1025,dial,flip,0.0,50,-0.6117612006768853
func3C,1025,dial,flip,1.0,1000,-0.5326920485001958
func3C,1025,dial,flip,1.0,50,-0.5332234557262028
func3C,1025,dial,flip,3.0,1000,0.04260541708419924
func3C,1025,dial,flip,3.0,50,0.043107196623861394
func3C,1025,dial,flip,10.0,1000,-0.42880736469343306
func3C,1025,dial,flip,10.0,50,-0.08074695924048284
func3C,1025,dial,flip,30.0,1000,-0.2915839510522611
func3C,1025,dial,flip,30.0,50,0.014423973231793757
func3C,1025,dial,flip,100.0,1000,-0.44783710795201903
func3C,1025,dial,flip,100.0,50,-0.21653185445368367
func3C,1025,tpe_shared,own,-1,-1,-0.33331615356717903
