objective,seed,generator,dedup,n_cand,best_b10,best_b40,best_b80,revisits
func3C,1002,flip,encoding,1000,-0.709664393821035,-0.709664393821035,-0.709664393821035,0
func3C,1002,random,combination,1000,-0.06072659998632496,-0.14851501874652331,-0.14851501874652331,0
func3C,1002,keep,combination,50,-0.32383097900704855,-0.722083099943947,-0.7221394748752281,0
func3C,1002,keep,combination,200,-0.7219822087602826,-0.7221352641354197,-0.7221352641354197,0
func3C,1002,flip,combination,50,-0.7014474770798473,-0.7014474770798473,-0.7014474770798473,0
func3C,1002,flip,combination,200,-0.46324174394152373,-0.46324174394152373,-0.5139370951827094,0
func3C,1003,keep,combination,1000,-0.7221310359781131,-0.7221381347052704,-0.7221396311644301,0
func3C,1003,keep,encoding,1000,-0.7221302592342107,-0.7221366426457192,-0.722138692788721,0
func3C,1003,flip,combination,1000,-0.6598572986053362,-0.7148115099296718,-0.7195455379894349,0
func3C,1003,flip,encoding,1000,-0.6010144479717388,-0.7134515455251962,-0.7202470339271391,0
func3C,1003,random,combination,1000,0.24795730598509538,0.18372690447929427,0.18372690447929427,0
func3C,1003,keep,combination,50,-0.7168850361660466,-0.7219760159729097,-0.722128549638271,0
func3C,1003,keep,combination,200,-0.6546236751439117,-0.7221288840498218,-0.7221393166978564,0
func3C,1003,flip,combination,50,-0.32587105928242827,-0.6962487927613548,-0.6962487927613548,0
func3C,1003,flip,combination,200,-0.6862957171726622,-0.7101825769424808,-0.7101825769424808,0
func3C,1004,keep,combination,1000,-0.7221202361753434,-0.7221362555861075,-0.7221386294022472,0
func3C,1004,keep,encoding,1000,-0.7221241423802871,-0.7221393196213246,-0.7221393196213246,0
func3C,1004,flip,combination,1000,-0.48868121970865397,-0.7220006209834624,-0.7220006209834624,0
func3C,1004,flip,encoding,1000,-0.6158212738246431,-0.710852082658793,-0.710852082658793,0
func3C,1004,random,combination,1000,-0.168066573294942,-0.168066573294942,-0.168066573294942,0
func3C,1004,keep,combination,50,-0.7218019005887844,-0.7219758168444159,-0.7220895772535151,0
func3C,1004,keep,combination,200,-0.7219839253306313,-0.722100322513004,-0.7221364709374762,0
func3C,1004,flip,combination,50,-0.3495517971246217,-0.6903281005370763,-0.6903281005370763,0
func3C,1004,flip,combination,200,-0.7051289176840776,-0.7051289176840776,-0.7051289176840776,0
func3C,1005,keep,combination,1000,-0.7221356525041701,-0.7221386425535936,-0.7221392672701247,0
func3C,1005,keep,encoding,1000,-0.7221377553171526,-0.7221382326938657,-0.722138259444371,0
func3C,1005,flip,combination,1000,-0.6469396455873688,-0.6551108643117189,-0.7143059505333913,0
func3C,1005,flip,encoding,1000,-0.7130283026750324,-0.7130283026750324,-0.7130283026750324,0
func3C,1005,random,combination,1000,0.5262358700334456,-0.11323103274352271,-0.11323103274352271,0
func3C,1005,keep,combination,50,-0.5744358603085955,-0.721906351060928,-0.7221067696114674,0
func3C,1005,keep,combination,200,-0.7220817857205891,-0.7221241000580587,-0.7221392547660165,0
func3C,1005,flip,combination,50,-0.6674703327159641,-0.6674703327159641,-0.6674703327159641,0
func3C,1005,flip,combination,200,-0.6146023464745367,-0.6146023464745367,-0.6849947055217671,0
func3C,1006,keep,combination,1000,-0.7221267617032394,-0.7221385417588583,-0.7221386962256593,0
func3C,1006,keep,encoding,1000,-0.7221005126022199,-0.7221352620733963,-0.7221385585743418,0
func3C,1006,flip,combination,1000,-0.5075576944142628,-0.6778036420010903,-0.7185677710788684,0
func3C,1006,flip,encoding,1000,-0.6413420497396496,-0.7146083630035,-0.7183293947595532,0
func3C,1006,random,combination,1000,0.28481202372239567,-0.18628447191543734,-0.18628447191543734,0
func3C,1006,keep,combination,50,-0.3718079608798396,-0.7221268095364564,-0.7221268095364564,0
func3C,1006,keep,combination,200,-0.7220330071931389,-0.7221292652782088,-0.7221292652782088,0
func3C,1006,flip,combination,50,-0.6769137713201032,-0.6769137713201032,-0.6769137713201032,0
func3C,1006,flip,combination,200,-0.699298233775205,-0.699298233775205,-0.699298233775205,0
func3C,1007,keep,combination,1000,-0.7221314517723001,-0.7221392830722467,-0.7221392830722467,0
func3C,1007,keep,encoding,1000,-0.7221388216360447,-0.7221395086222149,-0.7221395086222149,0
func3C,1007,flip,combination,1000,-0.689062942569227,-0.716897124837697,-0.718195311441542,0
func3C,1007,flip,encoding,1000,-0.7122151132030332,-0.7122151132030332,-0.7187655860027268,0
func3C,1007,random,combination,1000,0.23278570243566427,0.13996852143958136,0.05448838505769237,0
func3C,1007,keep,combination,50,-0.68032507917548,-0.722046859141676,-0.7221227423483536,0
func3C,1007,keep,combination,200,-0.722020248442673,-0.7221261720319787,-0.7221261720319787,0
func3C,1007,flip,combination,50,-0.6289063095521947,-0.6289063095521947,-0.6289063095521947,0
func3C,1007,flip,combination,200,-0.5074702433863045,-0.5074702433863045,-0.5489601277254121,0
func3C,1008,keep,combination,1000,-0.7221021310887683,-0.7221396112673673,-0.7221396112673673,0
func3C,1008,keep,encoding,1000,-0.72211030799541,-0.7221398621140764,-0.7221398621140764,0
