objective,seed,generator,sigma,n_cand,best_b80
func3C,1045,keep,3.0,1000,-0.1269753898099543
func3C,1045,keep,3.0,50,-0.45549369565933084
func3C,1045,keep,10.0,1000,-0.697534707233614
func3C,1045,keep,10.0,50,-0.6991280822344484
func3C,1045,keep,30.0,1000,-0.5649585674205508
func3C,1045,keep,30.0,50,-0.45727237300120205
func3C,1045,keep,100.0,1000,-0.452534962857009
func3C,1045,keep,100.0,50,-0.20867211435329736
func3C,1045,flip,0.0,1000,-0.720999453823759
func3C,1045,flip,0.0,50,-0.6810579957645568
func3C,1045,flip,1.0,1000,-0.7019521598507116
func3C,1045,flip,1.0,50,-0.5868785666439889
func3C,1045,flip,3.0,1000,-0.7212012699917516
func3C,1045,flip,3.0,50,-0.45606468774810166
func3C,1045,flip,10.0,1000,-0.14023409616567645
func3C,1045,flip,10.0,50,-0.11849308421853444
func3C,1045,flip,30.0,1000,-0.3508731358733276
func3C,1045,flip,30.0,50,-0.10731041514184592
func3C,1045,flip,100.0,1000,0.1918479361295033
func3C,1045,flip,100.0,50,-0.6992483224236494
func3C,1046,keep,0.0,1000,-0.7221398427195445
func3C,1046,keep,0.0,50,-0.7220917192551652
func3C,1046,keep,1.0,1000,-0.720573670012163
func3C,1046,keep,1.0,50,-0.7185184875594048
func3C,1046,keep,3.0,1000,-0.047554653641589714
func3C,1046,keep,3.0,50,-0.705391199632778
func3C,1046,keep,10.0,1000,-0.39447437890664205
func3C,1046,keep,10.0,50,-0.6859160391543847
func3C,1046,keep,30.0,1000,-0.007410870331531982
func3C,1046,keep,30.0,50,0.04655561350843654
func3C,1046,keep,100.0,1000,-0.05435109334152144
func3C,1046,keep,100.0,50,-0.4588294643589192
func3C,1046,flip,0.0,1000,-0.7153050254646673
func3C,1046,flip,0.0,50,-0.6609827411569644
func3C,1046,flip,1.0,1000,-0.5381853992803655
func3C,1046,flip,1.0,50,-0.6724944540124557
func3C,1046,flip,3.0,1000,-0.4107573185644206
func3C,1046,flip,3.0,50,-0.5916961357242441
func3C,1046,flip,10.0,1000,-0.2770254363430385
func3C,1046,flip,10.0,50,-0.4447306798642036
func3C,1046,flip,30.0,1000,-0.637933473641811
func3C,1046,flip,30.0,50,-0.12183676241984168
func3C,1046,flip,100.0,1000,0.007556889807636664
func3C,1046,flip,100.0,50,0.0636370770595387
func3C,1047,keep,0.0,1000,-0.7221344327180751
func3C,1047,keep,0.0,50,-0.7220696202001771
func3C,1047,keep,1.0,1000,-0.7220084524348455
func3C,1047,keep,1.0,50,-0.624383901586189
func3C,1047,keep,3.0,1000,-0.7148082699672742
func3C,1047,keep,3.0,50,-0.4809596235606729
func3C,1047,keep,10.0,1000,-0.5102343032914268
func3C,1047,keep,10.0,50,-0.4343459781671326
func3C,1047,keep,30.0,1000,-0.0852290587257577
func3C,1047,keep,30.0,50,-0.2476562069905499
func3C,1047,keep,100.0,1000,-0.059384455246783374
func3C,1047,keep,100.0,50,-0.5966512647875617
func3C,1047,flip,0.0,1000,-0.7208159739935847
func3C,1047,flip,0.0,50,-0.6722384511082936
func3C,1047,flip,1.0,1000,-0.598475226166822
func3C,1047,flip,1.0,50,-0.6484180565034984
func3C,1047,flip,3.0,1000,-0.49889947730353024
func3C,1047,flip,3.0,50,-0.225613980641868
func3C,1047,flip,10.0,1000,-0.02020495736124489
func3C,1047,flip,10.0,50,-0.3455189153448782
func3C,1047,flip,30.0,1000,-0.38193003379372137
func3C,1047,flip,30.0,50,-0.2540721920646554
func3C,1047,flip,100.0,1000,-0.13199991176997117
func3C,1047,flip,100.0,50,-0.1650845283347952
func3C,1048,keep,0.0,1000,-0.7221398220119136
func3C,1048,keep,0.0,50,-0.7221387947831468
func3C,1048,keep,1.0,1000,-0.7218511862529373
func3C,1048,keep,1.0,50,-0.7185315573899967
func3C,1048,keep,3.0,1000,-0.7050899949485446
func3C,1048,keep,3.0,50,-0.7213558002383678
func3C,1048,keep,10.0,1000,-0.7061233483258851
func3C,1048,keep,10.0,50,-0.7196293044809009
func3C,1048,keep,30.0,1000,-0.5188328286318263
func3C,1048,keep,30.0,50,-0.3150899679620409
func3C,1048,keep,100.0,1000,-0.31156169482484625
func3C,1048,keep,100.0,50,-0.687756747268621
func3C,1048,flip,0.0,1000,-0.7206100053107403
func3C,1048,flip,0.0,50,-0.699867084669729
func3C,1048,flip,1.0,1000,-0.5425181088766214
func3C,1048,flip,1.0,50,-0.7135467316468229
func3C,1048,flip,3.0,1000,-0.4051370034647663
func3C,1048,flip,3.0,50,-0.31920367503852315
func3C,1048,flip,10.0,1000,-0.4201653170373734
func3C,1048,flip,10.0,50,-0.6018644767295902
func3C,1048,flip,30.0,1000,-0.36465390567145883
func3C,1048,flip,30.0,50,-0.4446999305928735
func3C,1048,flip,100.0,1000,-0.31156169482484625
func3C,1048,flip,100.0,50,-0.4149553255818228
func3C,1049,keep,0.0,1000,-0.7221386611187539
func3C,1049,keep,0.0,50,-0.7221244337192583
func3C,1049,keep,1.0,1000,-0.7218060475890121
func3C,1049,keep,1.0,50,-0.7216083033480408
func3C,1049,keep,3.0,1000,-0.6921721752620651
func3C,1049,keep,3.0,50,-0.7144158891590997
func3C,1049,keep,10.0,1000,-0.46434867436921484
func3C,1049,keep,10.0,50,-0.08164806673434857
func3C,1049,keep,30.0,1000,-0.4122082136744899
func3C,1049,keep,30.0,50,-0.6515782773408023
func3C,1049,keep,100.0,1000,-0.06839737851033931
func3C,1049,keep,100.0,50,-0.3001131251639031
func3C,1049,flip,0.0,1000,-0.7159918287688508
func3C,1049,flip,0.0,50,-0.6650535422029942
func3C,1049,flip,1.0,1000,-0.6526728651902252
func3C,1049,flip,1.0,50,-0.6546024489930891
func3C,1049,flip,3.0,1000,-0.5222676878293347
func3C,1049,flip,3.0,50,-0.7046026145457638
func3C,1049,flip,10.0,1000,-0.459351593208182
func3C,1049,flip,10.0,50,-0.027827207940416498
func3C,1049,flip,30.0,1000,0.00037508676153450566
func3C,1049,flip,30.0,50,-0.20174331762501596
func3C,1049,flip,100.0,1000,0.03299112327781295
func3C,1049,flip,100.0,50,0.033358839920088396
func3C,1050,keep,0.0,1000,-0.7221389843443855
func3C,1050,keep,0.0,50,-0.7221119977128501
func3C,1050,keep,1.0,1000,-0.7220217637252739
func3C,1050,keep,1.0,50,-0.7219271327355502
func3C,1050,keep,3.0,1000,-0.7186599045402253
func3C,1050,keep,3.0,50,-0.7199415991856071
func3C,1050,keep,10.0,1000,-0.7148761313422385
func3C,1050,keep,10.0,50,-0.2781760562425008
func3C,1050,keep,30.0,1000,0.08646162495489867
func3C,1050,keep,30.0,50,-0.5498785585656847
func3C,1050,keep,100.0,1000,-0.22318142843139782
func3C,1050,keep,100.0,50,-0.35688567879107724
func3C,1050,flip,0.0,1000,-0.70743613626277
func3C,1050,flip,0.0,50,-0.7044932807752075
func3C,1050,flip,1.0,1000,-0.603095526649721
func3C,1050,flip,1.0,50,-0.44433881671751624
func3C,1050,flip,3.0,1000,-0.4074440082154155
func3C,1050,flip,3.0,50,-0.46911415152674923
func3C,1050,flip,10.0,1000,-0.2100878246305398
func3C,1050,flip,10.0,50,-0.3371514312261306
func3C,1050,flip,30.0,1000,0.14737915243423996
func3C,1050,flip,30.0,50,-0.3935049366439842
func3C,1050,flip,100.0,1000,0.0829249085469709
func3C,1050,flip,100.0,50,0.006305533241278293
