objective,seed,surrogate,generator,dedup,best_b10,best_b40,best_b80,revisits
cat_ackley_d3_L5,1008,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,58
cat_ackley_d3_L5,1008,tpe,own,own,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,50
cat_ackley_d3_L5,1008,random,random,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1009,gp,keep,combination,20.492053317727446,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1009,gp,keep,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,60
cat_ackley_d3_L5,1009,gp,flip,combination,20.241123007322035,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1009,gp,flip,encoding,20.492053317727446,18.18351393439618,4.440892098500626e-16,61
cat_ackley_d3_L5,1009,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1009,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,54
cat_ackley_d3_L5,1009,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1009,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1009,tpe,own,own,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,54
cat_ackley_d3_L5,1009,random,random,combination,20.492053317727446,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1010,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1010,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,45
cat_ackley_d3_L5,1010,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1010,gp,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1010,rf,keep,combination,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1010,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,62
cat_ackley_d3_L5,1010,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1010,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1010,tpe,own,own,20.241123007322035,18.18351393439618,4.440892098500626e-16,57
cat_ackley_d3_L5,1010,random,random,combination,20.241123007322035,20.241123007322035,4.440892098500626e-16,0
cat_ackley_d3_L5,1011,gp,keep,combination,20.241123007322035,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1011,gp,keep,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1011,gp,flip,combination,20.492053317727446,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1011,gp,flip,encoding,20.492053317727446,18.18351393439618,4.440892098500626e-16,61
cat_ackley_d3_L5,1011,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1011,rf,keep,encoding,20.241123007322035,18.18351393439618,18.18351393439618,57
cat_ackley_d3_L5,1011,rf,flip,combination,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1011,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1011,tpe,own,own,20.241123007322035,18.18351393439618,4.440892098500626e-16,56
cat_ackley_d3_L5,1011,random,random,combination,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1012,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1012,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,41
cat_ackley_d3_L5,1012,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1012,gp,flip,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,45
cat_ackley_d3_L5,1012,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1012,rf,keep,encoding,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,50
cat_ackley_d3_L5,1012,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1012,rf,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1012,tpe,own,own,18.18351393439618,18.18351393439618,18.18351393439618,51
cat_ackley_d3_L5,1012,random,random,combination,20.241123007322035,18.18351393439618,18.18351393439618,0
cat_ackley_d3_L5,1013,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1013,gp,keep,encoding,20.492053317727446,18.18351393439618,4.440892098500626e-16,52
cat_ackley_d3_L5,1013,gp,flip,combination,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1013,gp,flip,encoding,20.492053317727446,18.18351393439618,18.18351393439618,52
cat_ackley_d3_L5,1013,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1013,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,48
cat_ackley_d3_L5,1013,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1013,rf,flip,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,54
cat_ackley_d3_L5,1013,tpe,own,own,18.18351393439618,18.18351393439618,4.440892098500626e-16,53
cat_ackley_d3_L5,1013,random,random,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1014,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1014,gp,keep,encoding,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,47
cat_ackley_d3_L5,1014,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1014,gp,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,52
cat_ackley_d3_L5,1014,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1014,rf,keep,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,54
cat_ackley_d3_L5,1014,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1014,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,52
cat_ackley_d3_L5,1014,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1014,random,random,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1015,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1015,gp,keep,encoding,18.18351393439618,18.18351393439618,18.18351393439618,50
cat_ackley_d3_L5,1015,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1015,gp,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,33
cat_ackley_d3_L5,1015,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1015,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,68
cat_ackley_d3_L5,1015,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1015,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1015,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,54
cat_ackley_d3_L5,1015,random,random,combination,20.241123007322035,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1016,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1016,gp,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1016,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1016,gp,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,48
cat_ackley_d3_L5,1016,rf,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1016,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,64
cat_ackley_d3_L5,1016,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1016,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,55
cat_ackley_d3_L5,1016,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,52
cat_ackley_d3_L5,1016,random,random,combination,18.18351393439618,18.18351393439618,18.18351393439618,0
cat_ackley_d3_L5,1017,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1017,gp,keep,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,65
cat_ackley_d3_L5,1017,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1017,gp,flip,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,55
cat_ackley_d3_L5,1017,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1017,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1017,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1017,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1017,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,55
cat_ackley_d3_L5,1017,random,random,combination,18.18351393439618,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1018,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1018,gp,keep,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1018,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1018,gp,flip,encoding,20.492053317727446,18.18351393439618,4.440892098500626e-16,50
cat_ackley_d3_L5,1018,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1018,rf,keep,encoding,20.492053317727446,18.18351393439618,4.440892098500626e-16,37
cat_ackley_d3_L5,1018,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1018,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1018,tpe,own,own,18.18351393439618,18.18351393439618,4.440892098500626e-16,47
cat_ackley_d3_L5,1018,random,random,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1019,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1019,gp,keep,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,57
cat_ackley_d3_L5,1019,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1019,gp,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,54
cat_ackley_d3_L5,1019,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1019,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,60
cat_ackley_d3_L5,1019,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1019,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,52
cat_ackley_d3_L5,1019,tpe,own,own,18.18351393439618,18.18351393439618,4.440892098500626e-16,51
cat_ackley_d3_L5,1019,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1020,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1020,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,35
cat_ackley_d3_L5,1020,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1020,gp,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,41
cat_ackley_d3_L5,1020,rf,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1020,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1020,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1020,rf,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,67
cat_ackley_d3_L5,1020,tpe,own,own,18.18351393439618,18.18351393439618,4.440892098500626e-16,52
cat_ackley_d3_L5,1020,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1021,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1021,gp,keep,encoding,18.18351393439618,18.18351393439618,18.18351393439618,57
cat_ackley_d3_L5,1021,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1021,gp,flip,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,55
cat_ackley_d3_L5,1021,rf,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1021,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1021,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1021,rf,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,68
cat_ackley_d3_L5,1021,tpe,own,own,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1021,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1022,gp,keep,combination,18.18351393439618,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1022,gp,keep,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,63
cat_ackley_d3_L5,1022,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1022,gp,flip,encoding,18.18351393439618,18.18351393439618,18.18351393439618,46
cat_ackley_d3_L5,1022,rf,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1022,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,56
cat_ackley_d3_L5,1022,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1022,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1022,tpe,own,own,20.241123007322035,20.241123007322035,18.18351393439618,53
cat_ackley_d3_L5,1022,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1023,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1023,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,58
cat_ackley_d3_L5,1023,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1023,gp,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,67
cat_ackley_d3_L5,1023,rf,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1023,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,67
cat_ackley_d3_L5,1023,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1023,rf,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,66
cat_ackley_d3_L5,1023,tpe,own,own,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,56
cat_ackley_d3_L5,1023,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1024,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1024,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1024,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1024,gp,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1024,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1024,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,45
cat_ackley_d3_L5,1024,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1024,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,47
cat_ackley_d3_L5,1024,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1024,random,random,combination,18.18351393439618,18.18351393439618,18.18351393439618,0
cat_ackley_d3_L5,1025,gp,keep,combination,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1025,gp,keep,encoding,21.118746999618583,18.18351393439618,4.440892098500626e-16,58
cat_ackley_d3_L5,1025,gp,flip,combination,21.118746999618583,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1025,gp,flip,encoding,21.118746999618583,20.241123007322035,18.18351393439618,62
cat_ackley_d3_L5,1025,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1025,rf,keep,encoding,21.118746999618583,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1025,rf,flip,combination,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1025,rf,flip,encoding,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,44
cat_ackley_d3_L5,1025,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1025,random,random,combination,18.18351393439618,18.18351393439618,4.440892098500626e-16,0
